id,0,1,2
76518,0.9953827957886062,0.00247308454673447,0.0021441196646594025
76519,0.0045333168717123905,0.013651949711906043,0.9818147334163815
76520,0.03317793022170481,0.2366405178673356,0.7301815519109597
76521,0.13911988619287644,0.37630733724599447,0.48457277656112907
76522,0.3681973013931622,0.5883131930962469,0.0434895055105909
76523,0.006212143753349557,0.0036838050073716598,0.9901040512392788
76524,0.0169306066370201,0.0212648553098046,0.9618045380531752
76525,0.01025476348476876,0.030744394901526747,0.9590008416137045
76526,0.6573413795410064,0.2709371869967676,0.07172143346222597
76527,0.020521798020818872,0.032004054482113846,0.9474741474970674
76528,0.0073105404444460545,0.0035706372101690096,0.989118822345385
76529,0.010631070678139282,0.038602632220095974,0.9507662971017647
76530,0.013690976094375475,0.0369328018916314,0.9493762220139932
76531,0.06949260802272646,0.7195529765152,0.21095441546207358
76532,0.8093147011993163,0.18705264707991065,0.003632651720773081
76533,0.05624893926931508,0.8081859046736736,0.13556515605701144
76534,0.008087642636037982,0.021541989425554492,0.9703703679384075
76535,0.005894750951502569,0.015213073366948871,0.9788921756815486
76536,0.09644835811625124,0.7872143029333575,0.11633733895039128
76537,0.006571317243715565,0.029587964597460454,0.963840718158824
76538,0.01645566825473925,0.0538329424768301,0.9297113892684307
76539,0.9933107150595943,0.0060317606282599264,0.0006575243121457443
76540,0.017958411225044428,0.2375123713124047,0.7445292174625509
76541,0.027650019508900635,0.7570063979741611,0.2153435825169383
76542,0.9038908350995315,0.04801513450694916,0.04809403039351933
76543,0.9654550649616567,0.033149948883613896,0.001394986154729546
76544,0.9947359365284445,0.003210281817447034,0.002053781654108425
76545,0.010700242357049876,0.03206770975259001,0.9572320478903601
76546,0.006793945002251089,0.029867079028023706,0.9633389759697253
76547,0.34491228920524986,0.637545182224495,0.017542528570255164
76548,0.024900882143089508,0.01564909259556503,0.9594500252613455
76549,0.012795765574262317,0.02716295498364561,0.9600412794420922
76550,0.7336932688506933,0.25548363706894117,0.010823094080365537
76551,0.2988079951324809,0.684656945257249,0.01653505961027011
76552,0.28407606250425554,0.2491196092192057,0.4668043282765387
76553,0.8020568720599534,0.08872541414501829,0.10921771379502836
76554,0.966980283759222,0.03116927921121998,0.0018504370295580007
76555,0.032833216742741686,0.02766284002839125,0.939503943228867
76556,0.020216696442136445,0.12180615591228333,0.8579771476455803
76557,0.21077628434474643,0.08359195593210629,0.7056317597231474
76558,0.004682022685017945,0.005521911422567649,0.9897960658924143
76559,0.03140205931723598,0.041585252149601605,0.9270126885331625
76560,0.008407429727363237,0.008757235346768356,0.9828353349258683
76561,0.04565303289450736,0.11912269768615348,0.8352242694193391
76562,0.10758456690540784,0.7017304030206044,0.19068503007398782
76563,0.08396507060840609,0.08135856246779695,0.834676366923797
76564,0.8841233608051118,0.11037962246060165,0.005497016734286658
76565,0.9198405566015699,0.05896148515722765,0.02119795824120237
76566,0.26619204691297527,0.6900661439804058,0.043741809106618956
76567,0.030640874632780108,0.17265719374747376,0.7967019316197461
76568,0.023036660647895866,0.03285911685319986,0.9441042224989042
76569,0.05769123942007255,0.07284811101692248,0.8694606495630048
76570,0.9405874146480371,0.05294904499217568,0.006463540359787131
76571,0.986114296522847,0.01044829133927464,0.003437412137878323
76572,0.023791745457834215,0.03878570759644695,0.9374225469457188
76573,0.3086242012689149,0.6799017479510919,0.011474050779993295
76574,0.1061941038247165,0.8506632303019742,0.043142665873309394
76575,0.05755501570796698,0.6665322075877969,0.2759127767042361
76576,0.031179665332805872,0.10462396590753498,0.8641963687596591
76577,0.06926881365578873,0.05990018863226231,0.8708309977119489
76578,0.48510767708006414,0.4127837296232418,0.10210859329669413
76579,0.02036255510114849,0.00998827592008209,0.9696491689787695
76580,0.9753216418930599,0.021753527211879616,0.002924830895060431
76581,0.030819376368017518,0.04671793213481709,0.9224626914971654
76582,0.9955729113132304,0.003946980340285535,0.00048010834648398655
76583,0.14829517311582407,0.14209295403343675,0.7096118728507391
76584,0.09540208665978843,0.89667195303485,0.007925960305361582
76585,0.9565183476081975,0.03267822614136875,0.010803426250433784
76586,0.014870201932158083,0.044997215805658956,0.9401325822621831
76587,0.3953697930372184,0.5403698873165885,0.06426031964619305
76588,0.049850804463655224,0.7574939877161699,0.19265520782017476
76589,0.022950744593444785,0.021900103047050177,0.955149152359505
76590,0.1375570298811271,0.10996607769503378,0.7524768924238391
76591,0.005646157239462871,0.009861747859212374,0.9844920949013247
76592,0.9681372704492084,0.027572973519662806,0.004289756031128866
76593,0.1403483499235453,0.7961164261487916,0.063535223927663
76594,0.006460488433176932,0.02454692218730278,0.9689925893795204
