id,0,1,2
76518,0.99019897,0.007782358,0.0020187174
76519,0.012447811,0.042408638,0.9451435
76520,0.04888193,0.35190034,0.5992177
76521,0.27335215,0.14480266,0.58184516
76522,0.20883398,0.638729,0.152437
76523,0.046852823,0.06158335,0.89156383
76524,0.029470287,0.07791686,0.8926129
76525,0.035621393,0.06566687,0.89871174
76526,0.49071556,0.38307807,0.12620635
76527,0.045629527,0.085082814,0.8692876
76528,0.013620699,0.012922028,0.9734572
76529,0.030361556,0.045112755,0.9245257
76530,0.045560513,0.052341696,0.90209776
76531,0.09932373,0.5812557,0.31942064
76532,0.91030854,0.08596284,0.0037286
76533,0.11856463,0.74694073,0.13449469
76534,0.010625473,0.006898155,0.98247635
76535,0.0092149675,0.015427693,0.9753574
76536,0.1467412,0.74173826,0.11152047
76537,0.025606107,0.05822251,0.9161714
76538,0.015460895,0.03344331,0.9510958
76539,0.9978364,0.0018607907,0.0003028534
76540,0.037130486,0.3295247,0.6333447
76541,0.06416504,0.70041984,0.23541509
76542,0.84348065,0.05489875,0.10162056
76543,0.9763371,0.023143625,0.0005192811
76544,0.9756806,0.023722619,0.0005968067
76545,0.035329863,0.043959413,0.9207107
76546,0.011928643,0.034073737,0.9539976
76547,0.3610097,0.6217324,0.017257849
76548,0.035285786,0.05839179,0.9063225
76549,0.015212974,0.032006893,0.9527801
76550,0.737143,0.2517347,0.011122345
76551,0.20969069,0.76886785,0.021441495
76552,0.11395949,0.27439946,0.61164105
76553,0.84348065,0.05489875,0.10162056
76554,0.9861541,0.013182646,0.00066322356
76555,0.06841077,0.06180573,0.8697835
76556,0.042246908,0.14353071,0.81422234
76557,0.0808283,0.26717362,0.6519981
76558,0.0074432585,0.031046946,0.9615098
76559,0.03000805,0.030116271,0.9398756
76560,0.023934655,0.053200666,0.9228647
76561,0.07589088,0.17098676,0.7531223
76562,0.21355774,0.565626,0.22081625
76563,0.034245618,0.056423813,0.90933055
76564,0.92594737,0.07163112,0.0024215207
76565,0.910335,0.082161956,0.007502979
76566,0.121365376,0.8206604,0.05797421
76567,0.042638116,0.30856934,0.64879256
76568,0.024425197,0.034100704,0.94147414
76569,0.03342753,0.045349095,0.92122334
76570,0.75702125,0.23519649,0.007782185
76571,0.9808608,0.014932098,0.0042070528
76572,0.05898772,0.06265121,0.87836105
76573,0.25188962,0.727415,0.020695418
76574,0.43504536,0.52406394,0.040890697
76575,0.036998767,0.50104445,0.4619569
76576,0.06880016,0.15732124,0.7738786
76577,0.047690134,0.082209915,0.8700999
76578,0.4980938,0.39337,0.10853626
76579,0.017435333,0.046154447,0.9364102
76580,0.991092,0.008676781,0.00023115794
76581,0.016882813,0.054357383,0.9287598
76582,0.9995603,0.00040884584,3.0846943e-05
76583,0.061950773,0.31072247,0.62732685
76584,0.22865273,0.7363317,0.0350156
76585,0.9878314,0.009010275,0.0031583137
76586,0.023594696,0.048195183,0.92821014
76587,0.54428107,0.35453403,0.10118495
76588,0.047405228,0.73091084,0.22168395
76589,0.02090386,0.020537768,0.9585584
76590,0.048031703,0.066429704,0.8855386
76591,0.01695689,0.011556868,0.9714863
76592,0.9745224,0.024587808,0.0008898129
